BatV1, BatI1, BatEn1, PanelV1, PanelP1, BatV2,BatI2, BatEn2, PanelV2, PanelP2, Hours
12.62, 1.59, 0.02, 19.94, 58.00, 0.0002
13.45, 3.69, 0.02, 19.77, 50.00, 0.0002
12.62, 1.57, 0.02, 19.99, 58.00, 0.0031
13.45, 3.70, 0.02, 19.78, 51.00, 0.0031
12.62, 1.54, 0.02, 20.42, 58.00, 0.0058
13.45, 3.65, 0.02, 20.11, 50.00, 0.0058
12.62, 1.58, 0.02, 19.53, 58.00, 0.0086
13.45, 3.64, 0.02, 20.09, 50.00, 0.0086
12.62, 1.57, 0.02, 19.96, 57.00, 0.0114
13.45, 3.58, 0.02, 20.50, 50.00, 0.0114
12.62, 1.59, 0.02, 19.96, 58.00, 0.0142
13.46, 3.69, 0.02, 19.72, 51.00, 0.0142
12.62, 1.60, 0.02, 19.53, 58.00, 0.0169
13.45, 3.68, 0.02, 19.31, 51.00, 0.0169
12.62, 1.55, 0.02, 20.33, 57.00, 0.0197
13.47, 3.68, 0.02, 19.34, 51.00, 0.0197
12.64, 1.54, 0.02, 20.33, 58.00, 0.0225
13.46, 3.66, 0.02, 19.30, 50.00, 0.0225
12.62, 1.54, 0.02, 19.93, 57.00, 0.0253
13.45, 3.64, 0.02, 19.68, 50.00, 0.0253
12.62, 1.47, 0.02, 19.90, 57.00, 0.0281
13.45, 3.55, 0.02, 19.65, 49.00, 0.0281
12.62, 1.36, 0.02, 19.47, 55.00, 0.0308
13.44, 3.45, 0.02, 19.25, 48.00, 0.0308
12.62, 1.41, 0.02, 19.44, 55.00, 0.0336
13.45, 3.46, 0.02, 18.46, 47.00, 0.0336
12.62, 1.32, 0.02, 19.87, 55.00, 0.0364
13.44, 3.41, 0.02, 19.62, 47.00, 0.0364
12.60, 1.01, 0.01, 19.81, 51.00, 0.0392
13.42, 3.05, 0.01, 19.60, 44.00, 0.0392
12.56, 0.12, 0.00, 19.61, 42.00, 0.0419
13.39, 2.23, 0.00, 19.55, 34.00, 0.0419
12.50, -0.92, -0.01, 19.22, 29.00, 0.0447
13.37, 1.48, -0.01, 19.62, 23.00, 0.0447
12.50, -1.10, -0.01, 18.37, 23.00, 0.0475
13.36, 1.46, -0.01, 18.76, 20.00, 0.0475
12.50, -1.15, -0.01, 16.75, 23.00, 0.0503
13.36, 1.49, -0.01, 17.09, 20.00, 0.0503
12.50, -1.17, -0.01, 17.66, 23.00, 0.0531
13.36, 1.28, -0.01, 16.60, 19.00, 0.0531
12.44, -1.86, -0.02, 17.05, 16.00, 0.0558
13.35, 0.82, -0.02, 16.57, 12.00, 0.0558
12.44, -2.08, -0.03, 16.65, 12.00, 0.0586
13.35, 0.73, -0.03, 15.68, 10.00, 0.0586
12.44, -1.97, -0.02, 18.03, 12.00, 0.0614
13.35, 0.77, -0.02, 16.33, 10.00, 0.0614
12.44, -1.85, -0.02, 19.66, 14.00, 0.0642
13.35, 0.94, -0.02, 17.61, 12.00, 0.0642
12.46, -1.54, -0.02, 19.78, 16.00, 0.0669
13.34, 1.17, -0.02, 19.01, 15.00, 0.0669
12.48, -1.36, -0.02, 18.16, 20.00, 0.0697
13.34, 1.17, -0.02, 20.26, 16.00, 0.0697
12.48, -1.29, -0.02, 19.50, 20.00, 0.0725
13.36, 1.33, -0.02, 18.83, 17.00, 0.0725
12.64, 1.33, 0.02, 20.51, 54.00, 0.0753
13.47, 3.48, 0.02, 18.95, 48.00, 0.0753
12.58, 0.20, 0.00, 21.98, 45.00, 0.0781
13.47, 3.48, 0.00, 18.95, 48.00, 0.0781
12.59, 0.19, 0.00, 22.04, 33.00, 0.0808
13.47, 3.45, 0.00, 18.64, 48.00, 0.0808
12.64, 1.26, 0.01, 20.54, 50.00, 0.0836
13.47, 3.50, 0.01, 19.16, 48.00, 0.0836
12.64, 1.38, 0.02, 18.89, 55.00, 0.0864
13.47, 3.49, 0.02, 19.17, 48.00, 0.0864
12.62, 1.16, 0.01, 17.30, 53.00, 0.0892
13.47, 3.50, 0.01, 19.46, 48.00, 0.0892
12.62, 0.80, 0.01, 15.40, 49.00, 0.0919
13.47, 3.49, 0.01, 19.46, 48.00, 0.0919
12.61, 0.51, 0.01, 14.03, 44.00, 0.0947
13.47, 3.48, 0.01, 19.83, 48.00, 0.0947
12.63, 0.94, 0.01, 16.08, 47.00, 0.0975
13.47, 3.49, 0.01, 19.13, 48.00, 0.0975
12.64, 1.33, 0.02, 19.72, 54.00, 0.1003
13.47, 3.50, 0.02, 19.46, 48.00, 0.1003
12.63, 0.95, 0.01, 21.20, 51.00, 0.1031
13.47, 3.50, 0.01, 19.43, 48.00, 0.1031
12.54, -0.51, -0.01, 22.47, 33.00, 0.1058
13.46, 3.46, -0.01, 20.11, 48.00, 0.1058
12.62, 1.03, 0.01, 21.03, 47.00, 0.1086
13.47, 3.50, 0.01, 19.77, 48.00, 0.1086
12.64, 1.37, 0.02, 19.53, 55.00, 0.1114
13.47, 3.50, 0.02, 19.80, 48.00, 0.1114
12.64, 1.43, 0.02, 19.38, 55.00, 0.1142
13.47, 3.45, 0.02, 20.20, 48.00, 0.1142
12.65, 1.43, 0.02, 19.47, 55.00, 0.1169
13.47, 3.45, 0.02, 20.20, 48.00, 0.1169
12.64, 1.42, 0.02, 19.44, 55.00, 0.1197
13.47, 3.50, 0.02, 20.21, 48.00, 0.1197
12.64, 1.42, 0.02, 19.66, 55.00, 0.1225
13.47, 3.50, 0.02, 19.77, 48.00, 0.1225
12.64, 1.39, 0.02, 18.84, 55.00, 0.1253
13.47, 3.50, 0.02, 19.74, 48.00, 0.1253
12.64, 1.33, 0.02, 19.84, 55.00, 0.1281
13.47, 3.51, 0.02, 19.28, 48.00, 0.1281
12.52, -0.50, -0.01, 17.63, 31.00, 0.1308
13.47, 3.51, -0.01, 19.25, 48.00, 0.1308
12.52, -0.76, -0.01, 18.14, 29.00, 0.1336
13.45, 3.37, -0.01, 20.56, 47.00, 0.1336
12.54, -0.24, -0.00, 20.14, 31.00, 0.1364
13.44, 3.45, -0.00, 19.77, 47.00, 0.1364
12.56, 0.31, 0.00, 21.77, 40.00, 0.1392
13.45, 3.44, 0.00, 19.37, 47.00, 0.1392
12.62, 1.39, 0.02, 20.09, 53.00, 0.1419
13.45, 3.40, 0.02, 20.20, 47.00, 0.1419
12.62, 1.41, 0.02, 19.81, 55.00, 0.1447
13.45, 3.40, 0.02, 20.20, 47.00, 0.1447
12.62, 1.40, 0.02, 19.81, 55.00, 0.1475
13.44, 3.34, 0.02, 18.92, 46.00, 0.1475
12.62, 1.33, 0.02, 18.86, 54.00, 0.1503
13.45, 3.37, 0.02, 18.92, 46.00, 0.1503
12.62, 1.36, 0.02, 18.83, 54.00, 0.1530
13.44, 3.34, 0.02, 19.28, 46.00, 0.1530
12.62, 1.35, 0.02, 19.46, 55.00, 0.1558
13.43, 3.18, 0.02, 19.29, 44.00, 0.1558
12.62, 1.38, 0.02, 19.14, 55.00, 0.1586
13.44, 3.11, 0.02, 19.65, 43.00, 0.1586
12.63, 1.40, 0.02, 19.76, 55.00, 0.1614
13.44, 3.24, 0.02, 18.21, 44.00, 0.1614
12.62, 1.37, 0.02, 20.11, 55.00, 0.1642
13.45, 3.40, 0.02, 19.67, 46.00, 0.1642
12.62, 1.38, 0.02, 19.44, 55.00, 0.1669
13.45, 3.41, 0.02, 19.25, 47.00, 0.1669
12.62, 1.37, 0.02, 19.10, 54.00, 0.1697
13.44, 3.38, 0.02, 19.99, 47.00, 0.1697
12.62, 1.27, 0.02, 19.78, 54.00, 0.1725
13.45, 3.41, 0.02, 19.64, 47.00, 0.1725
12.62, 1.30, 0.02, 19.79, 53.00, 0.1753
13.45, 3.34, 0.02, 20.44, 47.00, 0.1753
12.62, 1.09, 0.01, 20.11, 54.00, 0.1781
13.45, 3.41, 0.01, 20.04, 47.00, 0.1781
12.61, 0.66, 0.01, 19.33, 53.00, 0.1808
13.45, 3.39, 0.01, 20.02, 47.00, 0.1808
12.61, 0.94, 0.01, 19.72, 50.00, 0.1836
13.45, 3.40, 0.01, 20.02, 47.00, 0.1836
12.62, 1.10, 0.01, 19.01, 50.00, 0.1864
13.45, 3.41, 0.01, 19.56, 47.00, 0.1864
12.46, -1.63, -0.02, 14.27, 14.00, 0.1892
13.45, 3.38, -0.02, 19.55, 47.00, 0.1892
12.54, -0.15, -0.00, 17.67, 28.00, 0.1919
13.45, 3.38, -0.00, 19.10, 46.00, 0.1919
12.61, 0.92, 0.01, 20.36, 46.00, 0.1947
13.45, 3.38, 0.01, 19.98, 47.00, 0.1947
12.62, 1.45, 0.02, 19.35, 53.00, 0.1975
13.45, 3.44, 0.02, 20.04, 48.00, 0.1975
12.62, 1.39, 0.02, 20.36, 56.00, 0.2003
13.45, 3.47, 0.02, 19.16, 48.00, 0.2003
12.62, 1.49, 0.02, 19.87, 56.00, 0.2030
13.44, 3.44, 0.02, 18.72, 48.00, 0.2030
12.62, 1.48, 0.02, 18.86, 56.00, 0.2058
13.45, 3.47, 0.02, 19.56, 48.00, 0.2058
12.62, 1.52, 0.02, 19.35, 56.00, 0.2086
13.45, 3.47, 0.02, 19.59, 48.00, 0.2086
12.64, 1.45, 0.02, 20.36, 56.00, 0.2114
13.45, 3.45, 0.02, 19.95, 48.00, 0.2114
12.62, 1.42, 0.02, 19.32, 56.00, 0.2142
13.44, 3.45, 0.02, 19.92, 48.00, 0.2142
12.64, 1.50, 0.02, 18.82, 56.00, 0.2169
13.44, 3.45, 0.02, 19.56, 47.00, 0.2169
12.64, 1.53, 0.02, 19.77, 56.00, 0.2197
13.45, 3.45, 0.02, 19.53, 47.00, 0.2197
12.64, 1.47, 0.02, 20.30, 56.00, 0.2225
13.45, 3.44, 0.02, 19.13, 47.00, 0.2225
12.64, 1.51, 0.02, 19.29, 56.00, 0.2253
13.45, 3.44, 0.02, 19.10, 47.00, 0.2253
