BatV1, BatI1, BatEn1, PanelV1, PanelP1, BatV2,BatI2, BatEn2, PanelV2, PanelP2, Hours
12.78, 1.08, 0.01, 18.64, 52.00, 0.0004
13.42, 2.99, 0.01, 18.67, 41.00, 0.0004
12.79, 1.08, 0.01, 19.38, 52.00, 0.0031
13.42, 2.99, 0.01, 19.75, 41.00, 0.0031
12.79, 1.12, 0.01, 19.78, 52.00, 0.0059
13.42, 2.92, 0.01, 20.36, 41.00, 0.0059
12.79, 1.13, 0.01, 19.01, 52.00, 0.0087
13.42, 2.92, 0.01, 20.35, 41.00, 0.0087
12.79, 1.12, 0.01, 18.98, 52.00, 0.0114
13.42, 2.99, 0.01, 19.74, 41.00, 0.0114
12.78, 1.13, 0.01, 19.35, 52.00, 0.0142
13.42, 2.97, 0.01, 18.58, 41.00, 0.0142
12.79, 1.13, 0.01, 19.35, 52.00, 0.0170
13.42, 2.99, 0.01, 19.68, 41.00, 0.0170
12.79, 1.11, 0.01, 18.98, 52.00, 0.0198
13.42, 2.93, 0.01, 20.32, 41.00, 0.0198
12.79, 1.15, 0.01, 18.95, 52.00, 0.0225
13.42, 3.00, 0.01, 19.13, 41.00, 0.0225
12.79, 1.16, 0.01, 19.29, 52.00, 0.0253
13.42, 2.97, 0.01, 18.55, 41.00, 0.0253
12.80, 1.15, 0.01, 19.26, 52.00, 0.0281
13.42, 3.00, 0.01, 19.65, 41.00, 0.0281
12.79, 1.11, 0.01, 19.26, 52.00, 0.0309
13.42, 2.93, 0.01, 20.26, 41.00, 0.0309
12.79, 1.09, 0.01, 19.66, 52.00, 0.0337
13.42, 3.00, 0.01, 19.07, 41.00, 0.0337
12.81, 1.11, 0.01, 18.80, 52.00, 0.0364
13.42, 3.00, 0.01, 19.04, 41.00, 0.0364
12.80, 1.13, 0.01, 19.20, 52.00, 0.0392
13.42, 3.00, 0.01, 19.62, 42.00, 0.0392
12.79, 1.07, 0.01, 20.02, 52.00, 0.0420
13.42, 3.00, 0.01, 19.62, 41.00, 0.0420
12.79, 1.16, 0.01, 19.59, 52.00, 0.0448
13.42, 3.00, 0.01, 19.01, 41.00, 0.0448
12.79, 1.14, 0.01, 19.62, 52.00, 0.0475
13.42, 3.00, 0.01, 19.01, 41.00, 0.0475
12.79, 1.14, 0.01, 18.74, 52.00, 0.0503
13.42, 3.00, 0.01, 19.59, 41.00, 0.0503
12.79, 1.16, 0.01, 19.14, 52.00, 0.0531
13.42, 3.00, 0.01, 19.59, 41.00, 0.0531
