BatV1, BatI1, BatEn1, PanelV1, PanelP1, BatV2,BatI2, BatEn2, PanelV2, PanelP2, Hours
13.72, -0.06, 0.00, 21.61, 34.00, 0.0002
13.49, 3.56, 0.00, 19.50, 49.00, 0.0002
13.70, -0.08, -0.00, 21.61, 34.00, 0.0029
13.49, 3.56, -0.00, 19.43, 49.00, 0.0029
13.72, -0.02, 0.00, 21.63, 34.00, 0.0056
13.49, 3.58, 0.00, 19.04, 49.00, 0.0056
13.72, -0.06, 0.00, 21.64, 34.00, 0.0084
13.49, 3.58, 0.00, 19.05, 49.00, 0.0084
13.70, -0.10, -0.00, 21.61, 34.00, 0.0112
13.49, 3.56, -0.00, 18.64, 49.00, 0.0112
13.70, -0.05, 0.00, 21.64, 34.00, 0.0140
13.49, 3.57, 0.00, 19.37, 49.00, 0.0140
13.72, -0.04, 0.00, 21.64, 34.00, 0.0167
13.49, 3.55, 0.00, 19.74, 49.00, 0.0167
13.70, -0.08, -0.00, 21.65, 33.00, 0.0195
13.49, 3.58, -0.00, 18.98, 49.00, 0.0195
13.72, -0.09, -0.00, 21.67, 33.00, 0.0223
13.49, 3.55, -0.00, 18.27, 49.00, 0.0223
13.70, -0.08, -0.00, 21.67, 33.00, 0.0251
13.48, 3.56, -0.00, 18.61, 49.00, 0.0251
13.70, -0.18, -0.00, 21.64, 34.00, 0.0279
13.49, 3.59, -0.00, 19.29, 49.00, 0.0279
13.72, -0.07, 0.00, 21.65, 34.00, 0.0306
13.49, 3.59, 0.00, 18.95, 49.00, 0.0306
13.72, -0.07, 0.00, 21.67, 33.00, 0.0334
13.48, 3.56, 0.00, 19.68, 49.00, 0.0334
13.70, -0.07, 0.00, 21.67, 33.00, 0.0362
13.49, 3.59, 0.00, 19.28, 49.00, 0.0362
13.72, -0.06, 0.00, 21.68, 33.00, 0.0390
13.49, 3.56, 0.00, 18.55, 49.00, 0.0390
13.70, -0.08, -0.00, 21.67, 33.00, 0.0418
13.49, 3.58, -0.00, 19.22, 49.00, 0.0418
13.72, -0.11, -0.00, 21.67, 33.00, 0.0445
13.49, 3.56, -0.00, 19.62, 49.00, 0.0445
13.70, -0.07, 0.00, 21.67, 33.00, 0.0473
13.49, 3.59, 0.00, 18.88, 49.00, 0.0473
13.72, -0.07, 0.00, 21.68, 33.00, 0.0501
13.49, 3.60, 0.00, 19.25, 49.00, 0.0501
13.70, -0.09, -0.00, 21.67, 33.00, 0.0529
13.49, 3.58, -0.00, 18.46, 49.00, 0.0529
13.70, -0.12, -0.00, 21.67, 33.00, 0.0556
13.49, 3.58, -0.00, 18.46, 49.00, 0.0556
13.70, -0.10, -0.00, 21.64, 33.00, 0.0584
13.49, 3.58, -0.00, 18.83, 49.00, 0.0584
13.70, -0.08, -0.00, 21.61, 34.00, 0.0612
13.49, 3.53, -0.00, 19.62, 49.00, 0.0612
13.72, -0.05, 0.00, 21.58, 34.00, 0.0640
13.49, 3.55, 0.00, 19.19, 49.00, 0.0640
13.72, -0.06, 0.00, 21.61, 34.00, 0.0667
13.49, 3.55, 0.00, 19.17, 49.00, 0.0667
13.70, -0.05, 0.00, 21.58, 34.00, 0.0695
13.49, 3.53, 0.00, 19.62, 49.00, 0.0695
13.72, -0.06, 0.00, 21.61, 34.00, 0.0723
13.49, 3.55, 0.00, 18.73, 49.00, 0.0723
13.72, 0.14, 0.00, 20.48, 45.00, 0.0751
13.49, 3.24, 0.00, 18.76, 45.00, 0.0751
13.72, 0.19, 0.00, 20.57, 46.00, 0.0779
13.49, 3.38, 0.00, 19.22, 45.00, 0.0779
13.72, 0.10, 0.00, 20.60, 45.00, 0.0806
13.49, 3.46, 0.00, 19.19, 47.00, 0.0806
13.70, 0.04, 0.00, 20.60, 44.00, 0.0834
13.49, 3.36, 0.00, 18.70, 46.00, 0.0834
13.70, -0.12, -0.00, 20.60, 43.00, 0.0862
13.49, 3.28, -0.00, 18.70, 45.00, 0.0862
13.70, -0.24, -0.00, 20.48, 41.00, 0.0890
13.49, 3.11, -0.00, 18.70, 44.00, 0.0890
13.70, -0.26, -0.00, 20.39, 40.00, 0.0917
13.47, 2.96, -0.00, 19.13, 41.00, 0.0917
13.70, -0.18, -0.00, 20.33, 41.00, 0.0945
13.47, 2.91, -0.00, 19.11, 40.00, 0.0945
13.70, -0.04, 0.00, 20.27, 42.00, 0.0973
13.47, 2.96, 0.00, 18.67, 40.00, 0.0973
13.70, 0.03, 0.00, 20.24, 44.00, 0.1001
13.47, 3.06, 0.00, 19.56, 41.00, 0.1001
13.72, 0.05, 0.00, 20.24, 44.00, 0.1029
13.49, 3.18, 0.00, 19.50, 43.00, 0.1029
13.70, -0.07, 0.00, 20.20, 43.00, 0.1056
13.49, 3.17, 0.00, 19.07, 44.00, 0.1056
13.70, -0.23, -0.00, 20.11, 41.00, 0.1084
